datetime,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,2015year,month,day,price_normed,Amazon_normed,Boeing_normed,Microsoft_normed,Starbucks_normed,Walmart_normed,DJI_normed
2014-08-14,4,2.5,3680,11648,2.0,0,0,3,10,3680,0,0,8,14,0.05155316458771525,0.2925069918118365,0.14435838657200958,0.4938387677725123,0.2064516250118253,0.0612961292188767,0.2746349927834034
2014-08-14,3,2.5,1650,3076,2.0,0,0,3,7,1650,0,0,8,14,-0.012970821575660598,0.2925069918118365,0.14435838657200958,0.4938387677725123,0.2064516250118253,0.0612961292188767,0.2746349927834034
2014-08-14,3,2.25,2990,216057,2.0,0,0,3,9,2990,0,0,8,14,-0.005568719266875057,0.2925069918118365,0.14435838657200958,0.4938387677725123,0.2064516250118253,0.0612961292188767,0.2746349927834034
2014-08-14,3,1.75,2200,11520,1.0,0,0,4,7,2200,0,0,8,14,-0.025261104654398854,0.2925069918118365,0.14435838657200958,0.4938387677725123,0.2064516250118253,0.0612961292188767,0.2746349927834034
2014-08-14,4,3.0,3400,292723,2.0,0,0,3,10,3400,0,0,8,14,0.020687794583156675,0.2925069918118365,0.14435838657200958,0.4938387677725123,0.2064516250118253,0.0612961292188767,0.2746349927834034
2014-08-14,3,1.75,1850,6000,1.5,0,0,3,8,1650,200,0,8,14,0.038983556893551125,0.2925069918118365,0.14435838657200958,0.4938387677725123,0.2064516250118253,0.0612961292188767,0.2746349927834034
2014-08-14,4,2.5,2310,7800,2.0,0,0,3,8,2310,0,0,8,14,-0.0230265077309919,0.2925069918118365,0.14435838657200958,0.4938387677725123,0.2064516250118253,0.0612961292188767,0.2746349927834034
2014-08-14,3,2.5,1550,930,2.0,0,0,3,8,1060,490,0,8,14,-0.013250146191086469,0.2925069918118365,0.14435838657200958,0.4938387677725123,0.2064516250118253,0.0612961292188767,0.2746349927834034
2014-08-14,4,2.5,2290,5515,2.0,0,0,3,8,2290,0,0,8,14,-0.012551834652521795,0.2925069918118365,0.14435838657200958,0.4938387677725123,0.2064516250118253,0.0612961292188767,0.2746349927834034
2014-08-14,3,2.0,1300,1920,2.0,0,0,3,8,850,450,0,8,14,-0.03769105004085005,0.2925069918118365,0.14435838657200958,0.4938387677725123,0.2064516250118253,0.0612961292188767,0.2746349927834034
2014-08-14,4,3.5,3310,4850,2.0,0,0,3,9,3310,0,0,8,14,0.034235038431311336,0.2925069918118365,0.14435838657200958,0.4938387677725123,0.2064516250118253,0.0612961292188767,0.2746349927834034
2014-08-14,4,2.5,2267,3577,2.0,0,0,3,7,2267,0,0,8,14,-0.0326632069631844,0.2925069918118365,0.14435838657200958,0.4938387677725123,0.2064516250118253,0.0612961292188767,0.2746349927834034
2014-08-15,3,1.0,1200,8316,1.0,0,0,4,6,1200,0,0,8,15,-0.04551213927277439,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,2.0,1440,7187,1.0,0,0,4,7,970,470,0,8,15,-0.04439484081107092,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,2,1.0,880,9000,1.0,0,0,3,5,880,0,0,8,15,-0.05724377312066091,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,2.0,1340,2720,1.5,0,0,3,7,1340,0,0,8,15,0.015380626890065153,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,1.0,1530,4944,1.0,0,0,3,7,1530,0,0,8,15,0.013984003812935807,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,2,1.0,840,12252,1.0,0,0,3,6,840,0,0,8,15,-0.04886403465788482,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,2.5,1830,12750,2.0,0,0,3,7,1830,0,0,8,15,-0.033501180809462,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,1.0,1170,8816,1.0,0,0,4,6,1170,0,0,8,15,-0.04641994427290847,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,5,5.5,6640,40014,2.0,1,4,3,12,6350,290,0,8,15,0.5530805115848639,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,2.5,2990,9643,2.0,0,0,3,9,2990,0,0,8,15,0.032419428431043194,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,2,1.5,1160,1648,2.0,0,0,3,7,1160,0,0,8,15,-0.0230265077309919,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,3.5,3700,13175,2.0,0,0,4,11,3700,0,0,8,15,0.10448517921091753,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,2.5,3770,10893,2.0,0,2,3,11,3770,0,0,8,15,0.06956960228268383,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,5,2.5,2010,3600,1.5,0,0,3,6,1510,500,0,8,15,-0.009060276959698427,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,2.5,2180,11132,1.0,0,0,4,8,1620,560,0,8,15,-0.03699273850228538,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,2,1.5,1780,4750,1.0,0,0,4,7,1080,700,0,8,15,0.002112707657336353,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,3.25,3090,67518,2.0,0,0,3,10,3090,0,0,8,15,0.042475114586374485,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,2.5,2770,98881,2.0,0,0,3,9,2770,0,0,8,15,-0.009060276959698427,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,1.75,980,6002,1.0,0,0,4,6,980,0,0,8,15,0.016428094197912163,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,1.5,1350,7827,1.0,0,0,4,7,1350,0,0,8,15,-0.039094656233365034,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,2.5,2060,9719,1.0,0,0,4,8,1320,740,0,8,15,0.0014143961187716794,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,3.0,2560,3600,2.0,0,0,3,10,2110,450,0,8,15,0.05378776151112221,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,1,1.0,860,4800,1.0,0,0,3,6,860,0,0,8,15,-0.029311311578073963,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,1.75,1740,3060,1.0,0,0,5,8,950,790,0,8,15,0.026972598430238737,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,2.75,2930,218235,2.0,0,2,3,8,2930,0,0,8,15,0.02376036535284124,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,1.0,1370,11658,1.0,0,0,4,6,1370,0,0,8,15,-0.04049127931049439,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,1.0,1040,11900,1.0,0,0,5,6,1040,0,0,8,15,-0.029311311578073963,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,2.0,1740,18000,1.0,0,0,3,7,1230,510,0,8,15,-0.018836638499603858,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,2.5,1340,10018,1.0,0,0,4,7,1340,0,0,8,15,-0.016043392345345162,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,2,1.0,920,4000,1.0,0,0,4,7,920,0,0,8,15,-0.003613446958893971,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,1.75,2280,7800,1.0,0,3,4,8,1360,920,0,8,15,0.029346857661358625,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,2.5,2060,5607,2.0,0,0,3,7,2060,0,0,8,15,-0.027371681448556725,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,2.0,1580,9600,1.0,0,0,5,7,1050,530,0,8,15,-0.033501180809462,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,1.75,1730,9334,1.0,0,0,3,8,1220,510,0,8,15,-0.005570115889952187,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,2.75,3950,10214,1.0,0,3,3,10,2050,1900,0,8,15,0.050296203818298836,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,1.75,1700,5750,1.5,0,2,5,7,1450,250,0,8,15,0.000716084580207006,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,2.0,2090,5015,1.5,0,0,5,7,2090,0,0,8,15,0.034235038431311336,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,2,1.0,770,5160,1.0,0,0,3,6,770,0,0,8,15,-0.03838936157941472,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,2.0,1670,5200,1.0,0,0,4,7,1030,640,0,8,15,-0.04327768201167515,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,2,1.0,1260,5800,1.0,0,0,4,7,1260,0,0,8,15,0.016916912274907436,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,2.5,2500,10330,2.0,0,0,3,10,2500,0,0,8,15,0.02795023458422928,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,5,3.5,4370,12240,2.0,0,0,3,11,3270,1100,0,8,15,0.13409358844605967,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,2.25,2680,41250,2.0,0,0,3,7,2680,0,0,8,15,0.007000888427289069,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,3.75,6030,39317,2.0,0,0,3,11,4440,1590,0,8,15,0.1794838384527635,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,2.25,2070,7200,1.0,0,0,5,8,1390,680,0,8,15,0.011889069197241786,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,3.0,2740,2811,2.0,0,0,3,8,2240,500,0,8,15,-0.006267030805439731,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,3.5,3560,16782,2.0,0,0,3,10,2560,1000,0,8,15,0.11942904613620152,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,2,1.0,1140,74052,1.0,0,0,4,6,1140,0,0,8,15,-0.03776088119470652,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,2,1.75,1050,2926,1.0,0,0,4,8,1050,0,0,8,15,-0.04928302158102363,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,1.75,1490,11360,1.0,0,0,3,8,1490,0,0,8,15,-0.006965342344004405,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,2.0,2060,4080,1.0,0,0,5,7,1060,1000,0,8,15,0.00937514765840896,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,1.0,1010,3060,1.5,0,0,3,6,1010,0,0,8,15,-0.027216376962379944,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,3.5,2970,5000,2.0,0,2,3,9,2200,770,0,8,15,0.045659415202229416,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,2.5,2970,9600,2.0,0,0,3,9,2970,0,0,8,15,0.03912321920126406,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,2.0,1980,7200,2.0,0,3,3,8,1700,280,0,8,15,0.050296203818298836,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,2.0,1400,2445,1.0,0,0,3,7,840,560,0,8,15,-0.023305832346417768,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,2.5,3420,17038,2.0,0,0,3,9,3420,0,0,8,15,0.025156988429970585,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,2.75,3430,6500,2.0,0,0,3,9,3050,380,0,8,15,0.03353672689274667,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,4,3.25,3640,60086,2.0,0,0,3,10,3640,0,0,8,15,0.05378776151112221,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,1.5,1220,962,3.0,0,0,3,8,1220,0,0,8,15,-0.005568719266875057,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-15,3,1.5,1190,785,2.0,0,0,3,8,920,270,0,8,15,-0.036693861163779685,0.2951627870437982,0.1205906369481793,0.5431279620853079,0.2149560829886264,0.032691525775970384,0.2512997534672053
2014-08-18,3,1.75,1650,9480,1.0,0,0,3,7,1220,430,0,8,18,-0.03280286927089733,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,2,1.5,1490,5750,1.5,0,0,4,7,1190,300,0,8,18,0.011889069197241786,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,2,1.0,940,5000,1.0,0,0,3,6,940,0,0,8,18,-0.03699273850228538,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,1.0,1020,18050,1.0,0,0,3,7,1020,0,0,8,18,-0.01954193315355417,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,2.25,2010,11817,2.0,0,0,4,8,2010,0,0,8,18,-0.001378850035487015,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,2,1.0,1350,4494,1.0,0,0,3,7,920,430,0,8,18,-0.027216376962379944,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,5,3.0,3100,5250,2.0,0,0,3,7,3100,0,0,8,18,1.0789926256685595e-05,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,2.0,1840,8580,1.0,0,0,3,8,1840,0,0,8,18,-0.022328196192427225,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,2.0,2030,17120,1.0,0,2,4,8,1890,140,0,8,18,-0.03413664430955586,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,2,2.5,1480,2167,2.0,0,0,3,8,1390,90,0,8,18,-0.010037913113688969,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,5,1.75,1770,15525,1.0,0,0,4,7,1770,0,0,8,18,-0.04746741158075548,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,2,1.0,900,6400,1.0,0,0,5,6,900,0,0,8,18,-0.04669926888833434,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,6,2.0,2570,4240,1.5,0,0,4,7,1970,600,0,8,18,0.02306205381427656,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,4,2.5,3780,10962,2.0,0,0,3,10,3780,0,0,8,18,0.06146918843533361,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,4,2.0,2240,11040,1.0,0,0,5,8,1120,1120,0,8,18,0.01524096458235222,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,1.0,1240,4080,1.0,0,0,3,7,1240,0,0,8,18,0.011889069197241786,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,4,1.0,1060,7200,1.0,0,1,3,6,880,180,0,8,18,-0.00417209618974571,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,4,2.25,2270,9600,1.0,0,0,3,7,1290,980,0,8,18,-0.032803008933205036,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,2,1.75,1180,55321,1.0,0,0,3,8,1180,0,0,8,18,-0.03196489542461972,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,3.25,1370,1194,3.0,0,0,3,8,1370,0,0,8,18,-0.009898250805976037,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,2,1.0,880,6731,1.0,0,0,4,7,880,0,0,8,18,-0.011993185421670056,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,2.5,2420,7423,2.0,0,0,3,8,2420,0,0,8,18,-0.02792865473171591,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,2.0,1870,9527,1.0,0,0,4,7,1870,0,0,8,18,0.040868998047675735,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,2,1.0,1120,4284,1.0,0,0,3,6,730,390,0,8,18,-0.009898250805976037,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,4,1.0,1210,6000,1.5,0,2,3,7,1210,0,0,8,18,-0.036434089271433635,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,1.75,1450,8378,1.0,0,0,4,8,1450,0,0,8,18,-0.04327754234936744,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,1.75,1850,14986,2.0,0,0,3,6,1850,0,0,8,18,-0.029311311578073963,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,2,1.0,970,4800,1.0,0,0,3,6,970,0,0,8,18,-0.031643672116879976,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,4,2.5,2430,6325,2.0,0,0,4,8,2020,410,0,8,18,0.06286581151246297,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,2.5,2580,7500,2.0,0,0,3,9,2580,0,0,8,18,0.013984003812935807,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,1.0,1500,4500,1.0,0,0,3,7,1120,380,0,8,18,0.005324940734733852,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,1.75,2360,4063,1.0,0,0,5,7,1180,1180,0,8,18,0.012831789774304094,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,4,2.0,1540,5920,1.5,0,0,5,7,1540,0,0,8,18,-0.013599301960368805,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,1.0,1630,8308,1.5,0,0,3,7,1630,0,0,8,18,-0.00907424319046972,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,4,1.75,2160,8000,1.0,0,0,4,9,1660,500,0,8,18,-0.0258197538852506,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,2,1.0,1170,5150,1.0,0,0,3,6,980,190,0,8,18,-0.031825233116906784,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,5,4.0,1400,8580,1.0,0,0,5,7,900,500,0,8,18,-0.03838936157941472,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,5,2.5,3110,15783,1.0,0,0,3,8,1720,1390,0,8,18,0.005604265350159722,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,2,1.0,1480,4080,1.0,0,0,3,7,1050,430,0,8,18,-0.018138326961039185,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,1,1.5,1200,44866,1.5,0,0,3,7,1200,0,0,8,18,-0.022328196192427225,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,1.0,1500,5605,1.0,0,0,5,6,750,750,0,8,18,-0.03769105004085005,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,5,2.0,3180,10800,1.0,0,0,3,8,1910,1270,0,8,18,0.02348104073741537,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,2,1.0,840,6720,1.0,0,0,3,7,840,0,0,8,18,-0.0258197538852506,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,1.0,990,10752,1.5,0,0,4,7,990,0,0,8,18,-0.0191857942688862,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,4,2.0,2280,43692,1.0,0,0,3,7,1140,1140,0,8,18,-0.013110483883373531,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,1.5,1960,8815,1.0,0,0,4,7,1020,940,0,8,18,-0.005568719266875057,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,1.0,960,9000,1.0,0,0,4,7,960,0,0,8,18,-0.034897803886591354,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,5,4.25,4610,13252,2.0,0,4,3,11,4610,0,0,8,18,0.08786536459307827,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,2.5,2040,10033,1.0,0,0,4,8,1420,620,0,8,18,0.0259949622762482,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,4,2.5,1530,8375,1.0,0,0,3,7,1020,510,0,8,18,-0.013110483883373531,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,1.0,1440,8287,1.5,0,0,4,7,1440,0,0,8,18,-0.023724819269556573,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,1.75,2140,13068,1.0,0,0,4,7,1460,680,0,8,18,-0.037457115675430884,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,2.25,1650,7313,1.0,0,0,3,7,1220,430,0,8,18,-0.011155211575392449,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,1.0,1020,4980,1.0,0,0,4,7,850,170,0,8,18,-0.026518065423815268,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,4,3.0,2570,4000,2.0,0,0,3,8,1750,820,0,8,18,0.08940164997792056,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,1.0,1320,6534,1.0,0,0,3,7,1320,0,0,8,18,-0.05319356619698581,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,4,1.5,1740,8160,1.5,0,0,4,7,1400,340,0,8,18,-0.0034737846511810363,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
2014-08-18,3,2.5,2790,19485,2.0,0,0,3,9,2790,0,0,8,18,-0.0006805384969223412,0.3008535491945708,0.16612476026395984,0.5734597156398104,0.2348971985276947,0.06713378075488015,0.33227554270140675
